GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
FUN0_007931	scaffold_6:2330339-2331466	+	289	hypothetical protein		ENOG503P11Q											
FUN0_007931	scaffold_6:2330339-2331161	+	223	hypothetical protein		ENOG503P11Q											
FUN0_007932	scaffold_6:2336847-2337921	+	253	hypothetical protein		ENOG503PCMT									GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_007932	scaffold_6:2336847-2337594	+	178	hypothetical protein		ENOG503PCBK									GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_007933	scaffold_6:2340163-2340732	-	137	hypothetical protein		ENOG503PBY0											
FUN0_007934	scaffold_6:2344289-2346425	+	572	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_007935	scaffold_6:2352247-2353720	+	319	hypothetical protein		ENOG503NYM9									GO:0016491 oxidoreductase activity		
FUN0_007936	scaffold_6:2354261-2355763	-	346	hypothetical protein		ENOG503PJS0											
FUN0_007937	scaffold_6:2359017-2365233	-	1912	hypothetical protein		ENOG503NU7V									GO:0016459 myosin complex; GO:0016758 hexosyltransferase activity; GO:0005524 ATP binding; GO:0003774 cytoskeletal motor activity; GO:0004100 chitin synthase activity		
FUN0_007938	scaffold_6:2365521-2366646	-	374	hypothetical protein													
FUN0_007940	scaffold_6:2368153-2369275	-	281	hypothetical protein		ENOG503NW1S									GO:0000178 exosome (RNase complex); GO:0006401 RNA catabolic process; GO:0006396 RNA processing		
FUN0_007941	scaffold_6:2369620-2374241	-	1488	ATP-dependent permease		ENOG503NU2T									GO:0016021 membrane; GO:0005524 ATP binding; GO:0140359 ABC-type transporter activity; GO:0055085 transmembrane transport		
FUN0_007942	scaffold_6:2376395-2377504	+	311	hypothetical protein		ENOG503P0U8											
FUN0_007943	scaffold_6:2378097-2381840	+	1013	hypothetical protein		ENOG503PADQ											
FUN0_007943	scaffold_6:2378097-2380494	+	601	hypothetical protein		ENOG503PADQ											
FUN0_007944	scaffold_6:2383815-2386431	+	503	hypothetical protein		ENOG503NU7U									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_007944	scaffold_6:2383815-2386041	+	407	hypothetical protein		ENOG503NU7U									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_007945	scaffold_6:2387456-2388904	+	446	hypothetical protein		ENOG503PCT5									GO:0071949 FAD binding		
FUN0_007946	scaffold_6:2389342-2389763	+	113	hypothetical protein		ENOG503PDS2											
FUN0_007947	scaffold_6:2391307-2392752	+	445	hypothetical protein		ENOG503PCT5									GO:0071949 FAD binding		
FUN0_007948	scaffold_6:2393999-2394801	+	247	hypothetical protein		ENOG503P1ZK									GO:0005515 protein binding		
FUN0_007949	scaffold_6:2395068-2397022	-	581	hypothetical protein		ENOG503P165											
FUN0_007951	scaffold_6:2397495-2399215	-	498	hypothetical protein		ENOG503NZ6P											
FUN0_007952	scaffold_6:2401359-2401747	+	107	hypothetical protein													
FUN0_007953	scaffold_6:2404471-2406568	+	536	hypothetical protein		ENOG503P0A4									GO:0016407 acetyltransferase activity; GO:0043386 mycotoxin biosynthetic process		
FUN0_007953	scaffold_6:2404746-2406568	+	540	hypothetical protein		ENOG503P0A4									GO:0016407 acetyltransferase activity; GO:0043386 mycotoxin biosynthetic process		
FUN0_007954	scaffold_6:2406935-2407404	-	115	60S ribosomal protein L34A		ENOG503P2ZU									GO:0005840 ribosome; GO:0003735 structural constituent of ribosome; GO:0006412 translation		
FUN0_007955	scaffold_6:2407867-2408964	+	296	Glycosylphosphatidylinositol (GPI) anchor assembly protein		ENOG503P38D									GO:0005789 endoplasmic reticulum membrane; GO:0006506 GPI anchor biosynthetic process		
FUN0_007955	scaffold_6:2407867-2408807	+	260	Glycosylphosphatidylinositol (GPI) anchor assembly protein, variant 2		ENOG503P38D									GO:0005789 endoplasmic reticulum membrane; GO:0006506 GPI anchor biosynthetic process		
FUN0_007956	scaffold_6:2410384-2411569	-	300	hypothetical protein		ENOG503NUE7									GO:0016791 phosphatase activity		
FUN0_007957	scaffold_6:2412032-2414169	+	553	amino acid transporter		ENOG503NUN0									GO:0016021 membrane; GO:0016020 membrane; GO:0055085 transmembrane transport; GO:0006865 amino acid transport		
FUN0_007958	scaffold_6:2414831-2416553	-	467	hypothetical protein		ENOG503PEHH									GO:0005737 cytoplasm; GO:0004801 transaldolase activity; GO:0005975 carbohydrate metabolic process; GO:0006098 pentose-phosphate shunt		
FUN0_007959	scaffold_6:2417967-2419119	-	292	hypothetical protein		ENOG503P9QM									GO:0003700 DNA-binding transcription factor activity; GO:0006355 regulation of DNA-templated transcription		
FUN0_007959	scaffold_6:2418358-2419119	-	211	hypothetical protein		ENOG503P9QM									GO:0003700 DNA-binding transcription factor activity; GO:0006355 regulation of DNA-templated transcription		
FUN0_007960	scaffold_6:2422428-2426310	-	1106	Topoisomerase 1-associated factor 1		ENOG503NW6F											
FUN0_007960	scaffold_6:2423438-2426310	-	825	Topoisomerase 1-associated factor 1, variant 2		ENOG503NW6F											
FUN0_007961	scaffold_6:2427142-2428118	-	175	Topoisomerase 1-associated factor 1		ENOG503NW6F											
FUN0_007962	scaffold_6:2428455-2430020	-	446	hypothetical protein		ENOG503Q5CF											
FUN0_007963	scaffold_6:2430877-2432737	+	619	hypothetical protein		ENOG503PCPS											
FUN0_007964	scaffold_6:2435026-2435860	+	255	hypothetical protein													
FUN0_007965	scaffold_6:2436357-2439660	-	870	Serine/threonine-protein kinase		ENOG503NY72									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0004674 protein serine/threonine kinase activity; GO:0006914 autophagy; GO:0006468 protein phosphorylation		
FUN0_007966	scaffold_6:2440863-2441694	-	239	hypothetical protein													
FUN0_007967	scaffold_6:2442100-2444841	+	778	hypothetical protein		ENOG503PJHH											
FUN0_007968	scaffold_6:2445119-2445509	-	129	Hsp70 chaperone		ENOG503NVJE											
FUN0_007969	scaffold_6:2447266-2448094	-	237	hypothetical protein													
FUN0_007970	scaffold_6:2451560-2452254	-	158	hypothetical protein		ENOG503NYHW									GO:0008168 methyltransferase activity		
FUN0_007971	scaffold_6:2453136-2454933	+	445	hypothetical protein		ENOG503P0TU									GO:0071949 FAD binding		
FUN0_007972	scaffold_6:2455543-2456504	+	243	hypothetical protein		ENOG503PJHH											
FUN0_007973	scaffold_6:2456697-2456982	+	94	hypothetical protein													
FUN0_007974	scaffold_6:2457699-2458005	+	101	hypothetical protein													
FUN0_007975	scaffold_6:2459305-2461103	+	455	hypothetical protein		ENOG503P0TU									GO:0071949 FAD binding		
FUN0_007976	scaffold_6:2461286-2462136	-	232	serine palmitoyltransferase component		ENOG503NWAB									GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0009058 biosynthetic process		
FUN0_007977	scaffold_6:2462261-2462561	-	99	serine palmitoyltransferase component		ENOG503NWAB									GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0009058 biosynthetic process		
FUN0_007978	scaffold_6:2462642-2463093	-	133	serine palmitoyltransferase component		ENOG503NWAB											
FUN0_007979	scaffold_6:2463383-2463862	+	139	arsenicals resistance		ENOG503NUWB									GO:0016021 membrane; GO:0015297 antiporter activity; GO:0015103 inorganic anion transmembrane transporter activity		
FUN0_007980	scaffold_6:2464388-2464840	+	132	arsenicals resistance		ENOG503NUWB									GO:0016021 membrane; GO:0015297 antiporter activity; GO:0015103 inorganic anion transmembrane transporter activity		
FUN0_007981	scaffold_6:2466017-2466703	-	210	serine palmitoyltransferase component		ENOG503NWAB									GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0009058 biosynthetic process		
FUN0_007982	scaffold_6:2467414-2467740	+	91	hypothetical protein													
FUN0_007983	scaffold_6:2468561-2469858	-	334	hypothetical protein		ENOG503P10U											
FUN0_007984	scaffold_6:2471622-2472784	-	290	hypothetical protein		ENOG502SPX8											
FUN0_007985	scaffold_6:2475377-2480042	-	1444	hypothetical protein		ENOG503PC8H											
FUN0_007986	scaffold_6:2481690-2484104	-	736	hypothetical protein		ENOG503PI11											
FUN0_007987	scaffold_6:2484769-2486631	-	529	hypothetical protein		ENOG50KOG0690									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_007988	scaffold_6:2489017-2491464	-	757	hypothetical protein		ENOG503PJHH											
FUN0_007989	scaffold_6:2491728-2493171	+	446	hypothetical protein		ENOG503PFNV											
FUN0_007989	scaffold_6:2492072-2493171	+	349	hypothetical protein		ENOG503PFNV											
FUN0_007990	scaffold_6:2494715-2497252	+	794	hypothetical protein		ENOG503PJHH											
FUN0_007991	scaffold_6:2498208-2499079	+	189	hypothetical protein		ENOG503PJHH											
FUN0_007992	scaffold_6:2499092-2499548	-	134	hypothetical protein													
FUN0_007993	scaffold_6:2499782-2500069	-	78	hypothetical protein													
FUN0_007994	scaffold_6:2500646-2501100	+	117	hypothetical protein													
FUN0_007995	scaffold_6:2502616-2505136	+	787	hypothetical protein		ENOG503PJHH											
FUN0_007996	scaffold_6:2510595-2511035	+	129	hypothetical protein		ENOG503P3TP											
FUN0_007997	scaffold_6:2511721-2514182	-	768	hypothetical protein		ENOG503PJHH											
FUN0_007997	scaffold_6:2511721-2514000	-	724	hypothetical protein		ENOG503PJHH											
FUN0_007998	scaffold_6:2515487-2515897	+	63	40S ribosomal protein S30		ENOG503P6SS									GO:0005840 ribosome; GO:0003735 structural constituent of ribosome; GO:0006412 translation		
FUN0_007999	scaffold_6:2516333-2521275	-	1402	cohesin complex subunit		ENOG503NXJ6											
FUN0_008000	scaffold_6:2522160-2525888	+	1104	hypothetical protein		ENOG50KOG0510									GO:0005515 protein binding		
FUN0_008001	scaffold_6:2526258-2527716	-	466	hypothetical protein		ENOG503PFS9											
FUN0_008001	scaffold_6:2526402-2527716	-	437	hypothetical protein		ENOG503PFS9											
FUN0_008002	scaffold_6:2529059-2529692	+	190	hypothetical protein		ENOG503P54V											
FUN0_008003	scaffold_6:2530004-2531309	-	434	hypothetical protein		ENOG503PFS9											
FUN0_008004	scaffold_6:2534125-2534854	+	242	hypothetical protein		ENOG503PFS9											
FUN0_008005	scaffold_6:2534992-2535712	+	239	hypothetical protein		ENOG503PFS9											
FUN0_008006	scaffold_6:2536180-2537243	+	215	hypothetical protein													
FUN0_008007	scaffold_6:2540271-2541054	+	260	hypothetical protein													
FUN0_008008	scaffold_6:2544324-2545288	+	307	hypothetical protein		ENOG503PFS9											
FUN0_008009	scaffold_6:2545406-2545913	+	168	hypothetical protein		ENOG503PFS9											
FUN0_008010	scaffold_6:2547891-2552535	-	1278	hypothetical protein		ENOG503PE2E									GO:0008270 zinc ion binding; GO:0003677 DNA binding; GO:0000981 DNA-binding transcription factor activity, RNA polymerase II-specific; GO:0006351 DNA-templated transcription; GO:0006355 regulation of DNA-templated transcription		
FUN0_008011	scaffold_6:2555006-2555305	+	78	hypothetical protein													
FUN0_008012	scaffold_6:2555660-2555933	+	90	hypothetical protein													
FUN0_008013	scaffold_6:2556135-2556507	-	106	hypothetical protein													
FUN0_008014	scaffold_6:2558457-2559366	+	251	hypothetical protein		ENOG503PDB6											
FUN0_008015	scaffold_6:2561107-2562015	-	214	hypothetical protein													
FUN0_008016	scaffold_6:2562262-2562566	-	83	hypothetical protein													
FUN0_008017	scaffold_6:2563648-2566074	+	718	hypothetical protein		ENOG503PJHH											
FUN0_008018	scaffold_6:2570625-2573226	+	815	hypothetical protein		ENOG503PJHH											
FUN0_008019	scaffold_6:2576312-2578907	+	794	hypothetical protein		ENOG503PJHH											
FUN0_008020	scaffold_6:2581594-2582713	+	372	hypothetical protein													
FUN0_008021	scaffold_6:2585310-2586554	+	200	Signal peptidase complex catalytic subunit		ENOG503P0U2									GO:0016021 membrane; GO:0016020 membrane; GO:0004252 serine-type endopeptidase activity; GO:0008233 peptidase activity; GO:0006465 signal peptide processing		
FUN0_008022	scaffold_6:2587539-2589330	+	428	hypothetical protein		ENOG503NTZ2									GO:0004334 fumarylacetoacetase activity; GO:0003824 catalytic activity; GO:0009072 aromatic amino acid metabolic process		
FUN0_008023	scaffold_6:2590140-2591344	+	384	hypothetical protein													
FUN0_008024	scaffold_6:2592616-2595001	+	758	hypothetical protein		ENOG503PJHH											
FUN0_008025	scaffold_6:2597167-2597657	+	139	trifunctional dihydropteroate synthetase		ENOG503NUR7									GO:0004156 dihydropteroate synthase activity; GO:0044237 cellular metabolic process; GO:0009396 folic acid-containing compound biosynthetic process; GO:0042558 pteridine-containing compound metabolic process		
FUN0_008026	scaffold_6:2598189-2600286	+	521	hypothetical protein		ENOG503NUFV									GO:0020037 heme binding; GO:0005506 iron ion binding; GO:0004497 monooxygenase activity; GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen		
FUN0_008027	scaffold_6:2602338-2603632	-	317	Inositol phosphatase SIW14, variant 2		ENOG503NW3W									GO:0005515 protein binding		
FUN0_008027	scaffold_6:2602445-2603632	-	301	Inositol phosphatase SIW14		ENOG503NW3W									GO:0005515 protein binding		
FUN0_008028	scaffold_6:2604494-2604704	-	69	hypothetical protein													
FUN0_008029	scaffold_6:2605859-2607511	+	410	hypothetical protein		ENOG503NUFV									GO:0020037 heme binding; GO:0005506 iron ion binding; GO:0004497 monooxygenase activity; GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen		
FUN0_008029	scaffold_6:2605859-2607039	+	303	hypothetical protein		ENOG503NUFV									GO:0020037 heme binding; GO:0005506 iron ion binding; GO:0004497 monooxygenase activity; GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen		
FUN0_008030	scaffold_6:2608701-2610776	+	518	hypothetical protein		ENOG503NUFV									GO:0020037 heme binding; GO:0005506 iron ion binding; GO:0004497 monooxygenase activity; GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen		
FUN0_008031	scaffold_6:2613707-2615968	+	542	hypothetical protein		ENOG503NUFV									GO:0020037 heme binding; GO:0005506 iron ion binding; GO:0004497 monooxygenase activity; GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen		
FUN0_008032	scaffold_6:2617211-2618552	-	334	hypothetical protein		ENOG503PBGA											
FUN0_008033	scaffold_6:2621188-2622282	+	275	Pre-mRNA-splicing factor SYF2		ENOG503NUPY											
FUN0_008034	scaffold_6:2623829-2624237	-	135	MCM DNA helicase complex subunit		ENOG503NWYY									GO:0042555 MCM complex; GO:0003678 DNA helicase activity; GO:0005524 ATP binding; GO:0003677 DNA binding; GO:0032508 DNA duplex unwinding; GO:0006270 DNA replication initiation		
FUN0_008035	scaffold_6:2624273-2627158	-	845	MCM DNA helicase complex subunit		ENOG503NWYY									GO:0042555 MCM complex; GO:0003678 DNA helicase activity; GO:0005524 ATP binding; GO:0003677 DNA binding; GO:0006260 DNA replication; GO:0032508 DNA duplex unwinding; GO:0006270 DNA replication initiation		
FUN0_008036	scaffold_6:2627335-2630098	+	707	Origin recognition complex subunit 3		ENOG503NVAV									GO:0005664 nuclear origin of replication recognition complex; GO:0003677 DNA binding; GO:0006260 DNA replication		
FUN0_008037	scaffold_6:2630761-2631648	+	221	hypothetical protein		ENOG503P6RX									GO:0042546 cell wall biogenesis; GO:0006078 (1->6)-beta-D-glucan biosynthetic process		
FUN0_008038	scaffold_6:2631976-2632508	-	150	hypothetical protein		ENOG503Q38E											
FUN0_008039	scaffold_6:2634739-2636157	+	316	hypothetical protein		ENOG503Q5CX									GO:0005525 GTP binding		
FUN0_008040	scaffold_6:2640026-2640589	+	115	hypothetical protein													
FUN0_008040	scaffold_6:2640026-2640532	+	116	hypothetical protein													
FUN0_008041	scaffold_6:2642155-2643764	-	434	hypothetical protein		ENOG503Q38E									GO:0003676 nucleic acid binding; GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay		
FUN0_008042	scaffold_6:2644642-2645530	-	229	hypothetical protein		ENOG503PDXH											
FUN0_008042	scaffold_6:2644642-2645469	-	167	hypothetical protein		ENOG503PDXH											
FUN0_008043	scaffold_6:2647732-2648203	+	156	hypothetical protein		ENOG503PEXQ											
FUN0_008045	scaffold_6:2648788-2649247	+	133	Ubiquitin- modifier 1		ENOG503P6W9									GO:0005737 cytoplasm; GO:0034227 tRNA thio-modification		
FUN0_008046	scaffold_6:2649607-2651409	-	564	GTPase of the mitochondrial inner membrane that associates with the large ribosomal subunit		ENOG503NXIX									GO:0005525 GTP binding; GO:0003924 GTPase activity		
